timestamp,site,LAeq_dB,LAmax_dB,quality_flag
2026-01-01 01:20:00,P1,50.2,57.6,OK
2026-01-01 01:21:00,P1,48.6,52.4,OK
2026-01-01 01:22:00,P1,49.0,53.4,OK
2026-01-01 01:23:00,P1,49.0,52.6,OK
2026-01-01 01:24:00,P1,47.7,53.4,OK
2026-01-01 01:25:00,P1,50.2,57.9,OK
2026-01-01 01:26:00,P1,48.8,52.9,OK
2026-01-01 01:27:00,P1,49.5,54.8,OK
2026-01-01 01:28:00,P1,50.2,54.0,OK
2026-01-01 01:29:00,P1,50.1,53.2,OK
2026-01-01 01:30:00,P1,50.5,53.6,OK
2026-01-01 01:31:00,P1,49.3,51.6,OK
2026-01-01 01:32:00,P1,48.8,56.5,OK
2026-01-01 01:33:00,P1,49.3,53.7,OK
2026-01-01 01:34:00,P1,46.9,53.9,OK
2026-01-01 01:35:00,P1,47.2,53.3,OK
2026-01-01 01:36:00,P1,49.4,52.6,OK
2026-01-01 01:37:00,P1,73.5,67.3,OUTLIER
2026-01-01 01:38:00,P1,53.6,60.4,OK
2026-01-01 01:39:00,P1,52.4,56.0,OK
2026-01-01 01:40:00,P1,53.9,61.4,OK
2026-01-01 01:41:00,P1,57.2,60.1,OK
2026-01-01 01:42:00,P1,55.5,61.6,OK
2026-01-01 01:43:00,P1,50.4,57.3,OK
2026-01-01 01:44:00,P1,47.9,51.3,OK
2026-01-01 01:45:00,P1,49.0,52.7,OK
2026-01-01 01:46:00,P1,47.9,55.7,OK
2026-01-01 01:47:00,P1,48.8,52.4,OK
2026-01-01 01:48:00,P1,50.6,55.1,OK
2026-01-01 01:49:00,P1,46.7,51.3,OK
2026-01-01 01:50:00,P1,49.9,53.4,OK
2026-01-01 01:51:00,P1,49.6,56.3,OK
2026-01-01 01:52:00,P1,48.4,55.0,OK
2026-01-01 01:53:00,P1,47.1,51.4,OK
2026-01-01 01:54:00,P1,49.4,56.4,OK
2026-01-01 01:55:00,P1,48.4,51.7,OK
2026-01-01 01:56:00,P1,49.6,51.6,OK
2026-01-01 01:57:00,P1,49.3,54.7,OK
2026-01-01 01:58:00,P1,51.6,59.6,OK
2026-01-01 01:59:00,P1,48.9,51.1,OK
2026-01-01 02:00:00,P1,47.7,50.9,OK
2026-01-01 02:01:00,P1,49.5,54.6,OK
2026-01-01 02:02:00,P1,49.5,56.4,OK
2026-01-01 02:03:00,P1,51.2,53.8,OK
2026-01-01 02:04:00,P1,50.4,54.8,OK
2026-01-01 02:05:00,P1,49.7,56.2,OK
2026-01-01 02:06:00,P1,51.4,55.6,OK
2026-01-01 02:07:00,P1,47.4,50.5,OK
2026-01-01 02:08:00,P1,48.2,51.4,OK
2026-01-01 02:09:00,P1,47.8,52.2,OK
2026-01-01 02:10:00,P1,48.6,53.4,OK
2026-01-01 02:11:00,P1,47.1,54.2,OK
2026-01-01 02:12:00,P1,50.1,55.9,OK
2026-01-01 02:13:00,P1,48.8,54.9,OK
2026-01-01 02:14:00,P1,46.9,54.8,OK
2026-01-01 02:15:00,P1,47.6,52.1,OK
2026-01-01 02:16:00,P1,49.6,54.0,OK
2026-01-01 02:17:00,P1,50.4,57.9,OK
2026-01-01 02:18:00,P1,52.1,55.6,OK
2026-01-01 02:19:00,P1,53.5,59.8,OK
2026-01-01 02:20:00,P1,49.7,56.2,OK
2026-01-01 02:21:00,P1,47.6,50.2,OK
2026-01-01 02:22:00,P1,45.9,50.7,OK
2026-01-01 02:23:00,P1,49.5,52.7,OK
2026-01-01 02:24:00,P1,,,MISSING
2026-01-01 02:25:00,P1,48.4,53.2,OK
2026-01-01 02:26:00,P1,48.1,51.9,OK
2026-01-01 02:27:00,P1,48.9,55.6,OK
2026-01-01 02:28:00,P1,50.7,58.1,OK
2026-01-01 02:29:00,P1,49.3,56.1,OK
2026-01-01 02:30:00,P1,48.8,52.4,OK
2026-01-01 02:31:00,P1,47.5,51.1,OK
2026-01-01 02:32:00,P1,46.5,50.1,OK
2026-01-01 02:33:00,P1,48.3,51.1,OK
2026-01-01 02:34:00,P1,49.0,56.6,OK
2026-01-01 02:35:00,P1,51.7,56.1,OK
2026-01-01 02:36:00,P1,49.2,52.6,OK
2026-01-01 02:37:00,P1,50.5,57.6,OK
2026-01-01 02:38:00,P1,48.3,52.7,OK
2026-01-01 02:39:00,P1,47.2,49.5,OK
2026-01-01 02:40:00,P1,47.6,50.5,OK
2026-01-01 02:41:00,P1,47.9,53.8,OK
2026-01-01 02:42:00,P1,52.2,58.9,OK
2026-01-01 02:43:00,P1,47.8,51.1,OK
2026-01-01 02:44:00,P1,50.3,57.8,OK
2026-01-01 02:45:00,P1,47.7,54.8,OK
2026-01-01 02:46:00,P1,50.4,57.5,OK
2026-01-01 02:47:00,P1,49.6,53.0,OK
2026-01-01 02:48:00,P1,48.8,51.1,OK
2026-01-01 02:49:00,P1,48.9,56.2,OK
2026-01-01 02:50:00,P1,48.0,51.9,OK
2026-01-01 02:51:00,P1,49.7,55.4,OK
2026-01-01 02:52:00,P1,48.3,54.9,OK
2026-01-01 02:53:00,P1,47.2,49.9,OK
2026-01-01 02:54:00,P1,47.1,53.8,OK
2026-01-01 02:55:00,P1,49.3,56.9,OK
2026-01-01 02:56:00,P1,51.4,57.7,OK
2026-01-01 02:57:00,P1,49.2,53.9,OK
2026-01-01 02:58:00,P1,48.8,56.1,OK
2026-01-01 02:59:00,P1,49.4,54.6,OK
2026-01-01 03:00:00,P1,51.0,57.4,OK
2026-01-01 03:01:00,P1,49.3,56.3,OK
2026-01-01 03:02:00,P1,48.4,54.9,OK
2026-01-01 03:03:00,P1,50.7,54.4,OK
2026-01-01 03:04:00,P1,49.6,52.4,OK
2026-01-01 03:05:00,P1,51.3,54.7,OK
2026-01-01 03:06:00,P1,49.3,54.3,OK
2026-01-01 03:07:00,P1,47.2,52.2,OK
2026-01-01 03:08:00,P1,47.0,52.4,OK
2026-01-01 03:09:00,P1,51.5,55.9,OK
2026-01-01 03:10:00,P1,51.6,58.3,OK
2026-01-01 03:11:00,P1,48.7,56.2,OK
2026-01-01 03:12:00,P1,48.4,51.9,OK
2026-01-01 03:13:00,P1,51.2,57.6,OK
2026-01-01 03:14:00,P1,47.4,53.4,OK
2026-01-01 03:15:00,P1,47.7,52.8,OK
2026-01-01 03:16:00,P1,50.0,53.1,OK
2026-01-01 03:17:00,P1,48.4,55.2,OK
2026-01-01 03:18:00,P1,49.0,56.8,OK
2026-01-01 03:19:00,P1,48.8,55.1,OK
2026-01-01 03:20:00,P1,49.5,57.0,OK
2026-01-01 03:21:00,P1,51.1,59.0,OK
2026-01-01 03:22:00,P1,49.2,53.3,OK
2026-01-01 03:23:00,P1,50.0,55.8,OK
2026-01-01 03:24:00,P1,46.0,50.8,OK
2026-01-01 03:25:00,P1,49.0,56.9,OK
2026-01-01 03:26:00,P1,47.8,50.3,OK
2026-01-01 03:27:00,P1,47.2,51.7,OK
2026-01-01 03:28:00,P1,47.7,55.0,OK
2026-01-01 03:29:00,P1,48.5,52.3,OK
2026-01-01 03:30:00,P1,70.2,71.5,OUTLIER
2026-01-01 03:31:00,P1,47.1,51.4,OK
2026-01-01 03:32:00,P1,49.1,57.0,OK
2026-01-01 03:33:00,P1,48.3,55.6,OK
2026-01-01 03:34:00,P1,48.6,52.4,OK
2026-01-01 03:35:00,P1,50.6,57.2,OK
2026-01-01 03:36:00,P1,49.9,53.9,OK
2026-01-01 03:37:00,P1,51.1,56.7,OK
2026-01-01 03:38:00,P1,48.9,54.8,OK
2026-01-01 03:39:00,P1,48.0,55.0,OK
2026-01-01 03:40:00,P1,48.8,50.9,OK
2026-01-01 03:41:00,P1,49.5,52.8,OK
2026-01-01 03:42:00,P1,49.4,55.6,OK
2026-01-01 03:43:00,P1,47.5,52.9,OK
2026-01-01 03:44:00,P1,49.2,54.2,OK
2026-01-01 03:45:00,P1,49.5,51.8,OK
2026-01-01 03:46:00,P1,52.9,57.0,OK
2026-01-01 03:47:00,P1,51.9,59.1,OK
2026-01-01 03:48:00,P1,47.9,50.0,OK
2026-01-01 03:49:00,P1,48.7,53.1,OK
2026-01-01 03:50:00,P1,46.9,54.6,OK
2026-01-01 03:51:00,P1,48.3,50.6,OK
2026-01-01 03:52:00,P1,49.6,56.1,OK
2026-01-01 03:53:00,P1,,,MISSING
2026-01-01 03:54:00,P1,48.1,55.3,OK
2026-01-01 03:55:00,P1,48.2,54.7,OK
2026-01-01 03:56:00,P1,46.0,53.3,OK
2026-01-01 03:57:00,P1,48.9,52.2,OK
2026-01-01 03:58:00,P1,66.0,64.6,OUTLIER
2026-01-01 03:59:00,P1,48.4,55.1,OK
2026-01-01 04:00:00,P1,47.9,51.4,OK
2026-01-01 04:01:00,P1,49.1,52.5,OK
2026-01-01 04:02:00,P1,46.6,48.7,OK
2026-01-01 04:03:00,P1,47.0,54.8,OK
2026-01-01 04:04:00,P1,52.4,58.7,OK
2026-01-01 04:05:00,P1,47.3,53.1,OK
2026-01-01 04:06:00,P1,47.6,54.1,OK
2026-01-01 04:07:00,P1,52.0,57.2,OK
2026-01-01 04:08:00,P1,53.6,58.5,OK
2026-01-01 04:09:00,P1,47.5,52.2,OK
2026-01-01 04:10:00,P1,48.7,54.6,OK
2026-01-01 04:11:00,P1,49.8,53.0,OK
2026-01-01 04:12:00,P1,51.9,59.2,OK
2026-01-01 04:13:00,P1,47.8,54.7,OK
2026-01-01 04:14:00,P1,48.9,53.0,OK
2026-01-01 04:15:00,P1,50.5,56.0,OK
2026-01-01 04:16:00,P1,50.0,52.8,OK
2026-01-01 04:17:00,P1,48.8,56.6,OK
2026-01-01 04:18:00,P1,49.1,56.6,OK
2026-01-01 04:19:00,P1,47.3,54.8,OK
2026-01-01 04:20:00,P1,49.0,53.0,OK
2026-01-01 04:21:00,P1,49.0,52.0,OK
2026-01-01 04:22:00,P1,49.7,53.0,OK
2026-01-01 04:23:00,P1,48.6,51.1,OK
2026-01-01 04:24:00,P1,50.1,52.8,OK
2026-01-01 04:25:00,P1,50.9,53.4,OK
2026-01-01 04:26:00,P1,71.7,75.2,OUTLIER
2026-01-01 04:27:00,P1,50.0,52.4,OK
2026-01-01 04:28:00,P1,49.5,52.3,OK
2026-01-01 04:29:00,P1,49.4,56.4,OK
2026-01-01 04:30:00,P1,48.4,53.9,OK
2026-01-01 04:31:00,P1,49.9,56.6,OK
2026-01-01 04:32:00,P1,49.3,55.1,OK
2026-01-01 04:33:00,P1,52.6,59.9,OK
2026-01-01 04:34:00,P1,51.9,57.7,OK
2026-01-01 04:35:00,P1,50.1,55.2,OK
2026-01-01 04:36:00,P1,48.4,54.7,OK
2026-01-01 04:37:00,P1,47.9,52.5,OK
2026-01-01 04:38:00,P1,51.3,55.4,OK
2026-01-01 04:39:00,P1,49.9,54.8,OK
2026-01-01 04:40:00,P1,50.3,53.3,OK
2026-01-01 04:41:00,P1,47.0,53.7,OK
2026-01-01 04:42:00,P1,51.0,54.5,OK
2026-01-01 04:43:00,P1,50.3,53.2,OK
2026-01-01 04:44:00,P1,47.9,51.4,OK
2026-01-01 04:45:00,P1,48.9,56.0,OK
2026-01-01 04:46:00,P1,50.0,54.0,OK
2026-01-01 04:47:00,P1,49.7,55.8,OK
2026-01-01 04:48:00,P1,49.2,56.4,OK
2026-01-01 04:49:00,P1,49.5,52.0,OK
2026-01-01 04:50:00,P1,49.3,55.9,OK
2026-01-01 04:51:00,P1,49.9,53.8,OK
2026-01-01 04:52:00,P1,51.9,55.2,OK
2026-01-01 04:53:00,P1,45.9,52.0,OK
2026-01-01 04:54:00,P1,49.4,56.8,OK
2026-01-01 04:55:00,P1,50.0,53.8,OK
2026-01-01 04:56:00,P1,50.2,55.6,OK
2026-01-01 04:57:00,P1,49.2,52.9,OK
2026-01-01 04:58:00,P1,47.1,52.5,OK
2026-01-01 04:59:00,P1,50.3,56.0,OK
2026-01-01 05:00:00,P1,52.4,58.1,OK
2026-01-01 05:01:00,P1,47.5,53.3,OK
2026-01-01 05:02:00,P1,51.1,53.9,OK
2026-01-01 05:03:00,P1,49.4,55.5,OK
2026-01-01 05:04:00,P1,49.8,55.8,OK
2026-01-01 05:05:00,P1,48.3,54.4,OK
2026-01-01 05:06:00,P1,49.4,51.8,OK
2026-01-01 05:07:00,P1,51.8,56.5,OK
2026-01-01 05:08:00,P1,50.8,55.2,OK
2026-01-01 05:09:00,P1,52.5,55.0,OK
2026-01-01 05:10:00,P1,51.7,55.0,OK
2026-01-01 05:11:00,P1,50.6,55.3,OK
2026-01-01 05:12:00,P1,52.6,59.0,OK
2026-01-01 05:13:00,P1,50.6,54.1,OK
2026-01-01 05:14:00,P1,51.2,58.2,OK
2026-01-01 05:15:00,P1,49.6,54.8,OK
2026-01-01 05:16:00,P1,50.1,56.7,OK
2026-01-01 05:17:00,P1,49.0,53.8,OK
2026-01-01 05:18:00,P1,51.5,56.5,OK
2026-01-01 05:19:00,P1,48.3,54.0,OK
2026-01-01 05:20:00,P1,51.3,58.8,OK
2026-01-01 05:21:00,P1,49.8,54.8,OK
2026-01-01 05:22:00,P1,51.9,57.0,OK
2026-01-01 05:23:00,P1,51.3,56.9,OK
2026-01-01 05:24:00,P1,52.9,59.3,OK
2026-01-01 05:25:00,P1,51.3,53.7,OK
2026-01-01 05:26:00,P1,47.8,52.9,OK
2026-01-01 05:27:00,P1,50.1,55.0,OK
2026-01-01 05:28:00,P1,53.3,60.9,OK
2026-01-01 05:29:00,P1,58.1,63.1,OK
2026-01-01 05:30:00,P1,65.0,69.8,OK
2026-01-01 05:31:00,P1,67.5,75.3,OK
2026-01-01 05:32:00,P1,49.2,53.9,OK
2026-01-01 05:33:00,P1,48.8,51.9,OK
2026-01-01 05:34:00,P1,50.4,53.7,OK
2026-01-01 05:35:00,P1,48.5,51.1,OK
2026-01-01 05:36:00,P1,49.3,51.3,OK
2026-01-01 05:37:00,P1,50.8,55.4,OK
2026-01-01 05:38:00,P1,52.1,58.7,OK
2026-01-01 05:39:00,P1,51.3,57.7,OK
2026-01-01 05:40:00,P1,47.0,49.2,OK
2026-01-01 05:41:00,P1,50.9,56.3,OK
2026-01-01 05:42:00,P1,50.5,53.5,OK
2026-01-01 05:43:00,P1,51.1,58.7,OK
2026-01-01 05:44:00,P1,52.9,55.9,OK
2026-01-01 05:45:00,P1,47.4,53.2,OK
2026-01-01 05:46:00,P1,53.7,57.7,OK
2026-01-01 05:47:00,P1,57.1,62.9,OK
2026-01-01 05:48:00,P1,55.5,59.9,OK
2026-01-01 05:49:00,P1,61.6,68.2,OK
2026-01-01 05:50:00,P1,61.6,65.0,OK
2026-01-01 05:51:00,P1,63.9,71.4,OK
2026-01-01 05:52:00,P1,63.4,68.4,OK
2026-01-01 05:53:00,P1,51.9,58.4,OK
2026-01-01 05:54:00,P1,52.3,59.3,OK
2026-01-01 05:55:00,P1,51.0,59.0,OK
2026-01-01 05:56:00,P1,51.0,54.4,OK
2026-01-01 05:57:00,P1,51.1,54.8,OK
2026-01-01 05:58:00,P1,49.4,52.9,OK
2026-01-01 05:59:00,P1,50.5,54.1,OK
2026-01-01 06:00:00,P1,50.5,56.0,OK
2026-01-01 06:01:00,P1,51.4,59.3,OK
2026-01-01 06:02:00,P1,52.3,60.2,OK
2026-01-01 06:03:00,P1,49.2,54.4,OK
2026-01-01 06:04:00,P1,,,MISSING
2026-01-01 06:05:00,P1,53.1,60.2,OK
2026-01-01 06:06:00,P1,,,MISSING
2026-01-01 06:07:00,P1,49.7,52.9,OK
2026-01-01 06:08:00,P1,51.2,56.4,OK
2026-01-01 06:09:00,P1,52.2,59.2,OK
2026-01-01 06:10:00,P1,51.0,54.8,OK
2026-01-01 06:11:00,P1,53.0,57.6,OK
2026-01-01 06:12:00,P1,52.3,60.2,OK
2026-01-01 06:13:00,P1,52.3,60.2,OK
2026-01-01 06:14:00,P1,51.9,59.3,OK
2026-01-01 06:15:00,P1,54.5,61.3,OK
2026-01-01 06:16:00,P1,50.8,54.4,OK
2026-01-01 06:17:00,P1,48.1,52.0,OK
2026-01-01 06:18:00,P1,53.5,58.8,OK
2026-01-01 06:19:00,P1,50.4,55.8,OK
2026-01-01 06:20:00,P1,51.3,56.3,OK
2026-01-01 06:21:00,P1,53.1,58.9,OK
2026-01-01 06:22:00,P1,48.8,53.2,OK
2026-01-01 06:23:00,P1,49.3,55.8,OK
2026-01-01 06:24:00,P1,48.8,52.8,OK
2026-01-01 06:25:00,P1,50.1,54.0,OK
2026-01-01 06:26:00,P1,51.9,54.7,OK
2026-01-01 06:27:00,P1,52.1,55.2,OK
2026-01-01 06:28:00,P1,51.7,58.8,OK
2026-01-01 06:29:00,P1,49.2,53.9,OK
2026-01-01 06:30:00,P1,47.9,51.2,OK
2026-01-01 06:31:00,P1,51.4,58.0,OK
2026-01-01 06:32:00,P1,50.7,56.0,OK
2026-01-01 06:33:00,P1,52.1,54.2,OK
2026-01-01 06:34:00,P1,52.5,56.4,OK
2026-01-01 06:35:00,P1,51.7,54.7,OK
2026-01-01 06:36:00,P1,52.6,58.5,OK
2026-01-01 06:37:00,P1,51.8,55.5,OK
2026-01-01 06:38:00,P1,52.3,54.7,OK
2026-01-01 06:39:00,P1,50.5,52.8,OK
2026-01-01 06:40:00,P1,51.3,56.8,OK
2026-01-01 06:41:00,P1,51.9,54.0,OK
2026-01-01 06:42:00,P1,52.8,59.9,OK
2026-01-01 06:43:00,P1,51.0,54.0,OK
2026-01-01 06:44:00,P1,52.4,58.1,OK
2026-01-01 06:45:00,P1,51.3,55.9,OK
2026-01-01 06:46:00,P1,51.5,56.2,OK
2026-01-01 06:47:00,P1,53.0,55.4,OK
2026-01-01 06:48:00,P1,48.7,55.6,OK
2026-01-01 06:49:00,P1,49.8,57.2,OK
2026-01-01 06:50:00,P1,49.6,51.6,OK
2026-01-01 06:51:00,P1,48.3,51.4,OK
2026-01-01 06:52:00,P1,50.8,58.2,OK
2026-01-01 06:53:00,P1,53.0,58.3,OK
2026-01-01 06:54:00,P1,51.4,54.3,OK
2026-01-01 06:55:00,P1,52.2,55.4,OK
2026-01-01 06:56:00,P1,53.5,59.5,OK
2026-01-01 06:57:00,P1,53.9,60.3,OK
2026-01-01 06:58:00,P1,51.9,57.4,OK
2026-01-01 06:59:00,P1,54.0,61.7,OK
2026-01-01 07:00:00,P1,52.1,57.1,OK
2026-01-01 07:01:00,P1,50.8,54.6,OK
2026-01-01 07:02:00,P1,51.2,56.0,OK
2026-01-01 07:03:00,P1,49.8,54.0,OK
2026-01-01 07:04:00,P1,50.8,54.1,OK
2026-01-01 07:05:00,P1,51.6,53.9,OK
2026-01-01 07:06:00,P1,53.3,57.5,OK
2026-01-01 07:07:00,P1,54.7,61.0,OK
2026-01-01 07:08:00,P1,50.1,52.2,OK
2026-01-01 07:09:00,P1,52.8,57.4,OK
2026-01-01 07:10:00,P1,50.7,56.5,OK
2026-01-01 07:11:00,P1,53.0,58.6,OK
2026-01-01 07:12:00,P1,52.1,58.7,OK
2026-01-01 07:13:00,P1,49.6,56.4,OK
2026-01-01 07:14:00,P1,53.7,60.0,OK
2026-01-01 07:15:00,P1,51.4,54.1,OK
2026-01-01 07:16:00,P1,51.6,56.4,OK
2026-01-01 07:17:00,P1,50.8,56.4,OK
2026-01-01 07:18:00,P1,51.4,54.9,OK
2026-01-01 07:19:00,P1,53.1,55.3,OK
2026-01-01 07:20:00,P1,52.2,55.5,OK
2026-01-01 07:21:00,P1,53.0,57.7,OK
2026-01-01 07:22:00,P1,53.1,57.5,OK
2026-01-01 07:23:00,P1,54.5,57.6,OK
2026-01-01 07:24:00,P1,52.0,59.0,OK
2026-01-01 07:25:00,P1,50.4,57.9,OK
2026-01-01 07:26:00,P1,54.2,57.4,OK
2026-01-01 07:27:00,P1,52.1,59.7,OK
2026-01-01 07:28:00,P1,54.3,56.4,OK
2026-01-01 07:29:00,P1,53.3,60.8,OK
2026-01-01 07:30:00,P1,52.5,60.2,OK
2026-01-01 07:31:00,P1,53.3,55.3,OK
2026-01-01 07:32:00,P1,55.7,62.3,OK
2026-01-01 07:33:00,P1,55.9,63.7,OK
2026-01-01 07:34:00,P1,52.9,60.3,OK
2026-01-01 07:35:00,P1,53.1,60.9,OK
2026-01-01 07:36:00,P1,54.5,59.8,OK
2026-01-01 07:37:00,P1,51.6,54.1,OK
2026-01-01 07:38:00,P1,53.4,60.5,OK
2026-01-01 07:39:00,P1,52.9,58.6,OK
2026-01-01 07:40:00,P1,53.4,59.1,OK
2026-01-01 07:41:00,P1,51.7,56.2,OK
2026-01-01 07:42:00,P1,50.6,56.0,OK
2026-01-01 07:43:00,P1,49.9,52.8,OK
2026-01-01 07:44:00,P1,51.4,57.8,OK
2026-01-01 07:45:00,P1,52.4,54.8,OK
2026-01-01 07:46:00,P1,52.7,59.0,OK
2026-01-01 07:47:00,P1,56.0,63.1,OK
2026-01-01 07:48:00,P1,54.8,59.6,OK
2026-01-01 07:49:00,P1,51.7,56.8,OK
2026-01-01 07:50:00,P1,53.7,57.6,OK
2026-01-01 07:51:00,P1,52.6,60.4,OK
2026-01-01 07:52:00,P1,52.8,59.2,OK
2026-01-01 07:53:00,P1,53.5,57.8,OK
2026-01-01 07:54:00,P1,54.2,57.3,OK
2026-01-01 07:55:00,P1,52.8,56.1,OK
2026-01-01 07:56:00,P1,54.9,59.7,OK
2026-01-01 07:57:00,P1,51.7,59.3,OK
2026-01-01 07:58:00,P1,53.4,59.8,OK
2026-01-01 07:59:00,P1,57.3,60.6,OK
2026-01-01 08:00:00,P1,53.8,60.9,OK
2026-01-01 08:01:00,P1,55.6,59.9,OK
2026-01-01 08:02:00,P1,53.6,60.7,OK
2026-01-01 08:03:00,P1,54.4,57.8,OK
2026-01-01 08:04:00,P1,53.5,59.2,OK
2026-01-01 08:05:00,P1,53.3,60.9,OK
2026-01-01 08:06:00,P1,52.4,56.0,OK
2026-01-01 08:07:00,P1,54.3,60.4,OK
2026-01-01 08:08:00,P1,52.4,60.3,OK
2026-01-01 08:09:00,P1,54.7,57.6,OK
2026-01-01 08:10:00,P1,55.3,57.9,OK
2026-01-01 08:11:00,P1,54.3,60.3,OK
2026-01-01 08:12:00,P1,53.3,57.4,OK
2026-01-01 08:13:00,P1,54.5,56.9,OK
2026-01-01 08:14:00,P1,53.3,58.2,OK
2026-01-01 08:15:00,P1,55.2,61.8,OK
2026-01-01 08:16:00,P1,51.1,54.8,OK
2026-01-01 08:17:00,P1,53.4,57.4,OK
2026-01-01 08:18:00,P1,78.6,69.6,OUTLIER
2026-01-01 08:19:00,P1,51.7,56.8,OK
2026-01-01 08:20:00,P1,56.0,63.1,OK
2026-01-01 08:21:00,P1,55.3,60.0,OK
2026-01-01 08:22:00,P1,52.9,60.6,OK
2026-01-01 08:23:00,P1,51.8,57.7,OK
2026-01-01 08:24:00,P1,49.6,52.3,OK
2026-01-01 08:25:00,P1,53.3,60.6,OK
2026-01-01 08:26:00,P1,57.7,62.7,OK
2026-01-01 08:27:00,P1,54.8,57.6,OK
2026-01-01 08:28:00,P1,53.3,56.2,OK
2026-01-01 08:29:00,P1,54.9,61.0,OK
2026-01-01 08:30:00,P1,51.9,54.2,OK
2026-01-01 08:31:00,P1,53.8,57.5,OK
2026-01-01 08:32:00,P1,83.1,75.0,OUTLIER
2026-01-01 08:33:00,P1,54.2,58.8,OK
2026-01-01 08:34:00,P1,55.5,60.0,OK
2026-01-01 08:35:00,P1,54.9,60.0,OK
