timestamp,site,LAeq_dB,LAmax_dB,quality_flag,data_quality,LAeq_roll_mean_15min,LAeq_roll_std_15min
2026-01-01 00:22:00,P1,52.2,59.5,OK,OK,50.614285714285714,1.1189673418325983
2026-01-01 00:23:00,P1,50.1,56.7,OK,OK,50.57857142857143,1.1274058524080648
2026-01-01 00:24:00,P1,49.7,55.9,OK,OK,50.607142857142854,1.0971741925470206
2026-01-01 00:25:00,P1,49.8,52.8,OK,OK,50.55333333333333,1.0776075794268034
2026-01-01 00:26:00,P1,51.1,55.2,OK,OK,50.513333333333335,1.04257008443192
2026-01-01 00:27:00,P1,50.8,55.7,OK,OK,50.526666666666664,1.045033606203761
2026-01-01 00:28:00,P1,50.9,53.8,OK,OK,50.43999999999999,0.9455157322858255
2026-01-01 00:29:00,P1,50.9,54.5,OK,OK,50.42,0.9313584548542909
2026-01-01 00:30:00,P1,53.5,57.3,OK,OK,50.70666666666667,1.1621818561080093
2026-01-01 00:31:00,P1,49.6,52.4,OK,OK,50.61333333333334,1.1927559124425504
2026-01-01 00:32:00,P1,49.4,54.7,OK,OK,50.64,1.158077224170673
2026-01-01 00:33:00,P1,49.0,55.2,OK,OK,50.45333333333334,1.1831354630005504
2026-01-01 00:34:00,P1,51.1,53.5,OK,OK,50.50666666666666,1.1937136930404968
2026-01-01 00:35:00,P1,51.9,56.7,OK,OK,50.62666666666667,1.2395083510735003
2026-01-01 00:36:00,P1,50.0,56.7,OK,OK,50.666666666666664,1.2063324977957315
2026-01-01 00:37:00,P1,48.9,55.4,OK,OK,50.44666666666667,1.2076344448470135
2026-01-01 00:38:00,P1,48.9,55.8,OK,OK,50.36666666666667,1.270358029773311
2026-01-01 00:39:00,P1,51.1,55.8,OK,OK,50.46,1.2693080229569413
2026-01-01 00:40:00,P1,51.2,58.1,OK,OK,50.55333333333333,1.2687826936908946
2026-01-01 00:41:00,P1,50.9,54.3,OK,OK,50.54,1.2636681300314343
2026-01-01 00:42:00,P1,49.1,53.2,OK,OK,50.42666666666667,1.3139181680686802
2026-01-01 00:43:00,P1,50.4,53.4,OK,OK,50.39333333333333,1.3073783290379648
2026-01-01 00:44:00,P1,50.2,55.0,OK,OK,50.346666666666664,1.3004761032937528
2026-01-01 00:45:00,P1,50.3,54.7,OK,OK,50.13333333333333,0.9655987533033445
2026-01-01 00:46:00,P1,51.3,54.7,OK,OK,50.24666666666667,0.9977593946056452
2026-01-01 00:47:00,P1,50.3,56.8,OK,OK,50.30666666666666,0.9698797176282621
2026-01-01 00:48:00,P1,51.0,54.9,OK,OK,50.43999999999999,0.9132360045464718
2026-01-01 00:49:00,P1,50.1,53.7,OK,OK,50.373333333333335,0.8979871671582835
2026-01-01 00:50:00,P1,50.4,53.2,OK,OK,50.273333333333326,0.7932452932341341
2026-01-01 00:51:00,P1,50.9,55.5,OK,OK,50.333333333333336,0.8050436249640432
2026-01-01 00:52:00,P1,47.7,51.5,OK,OK,50.25333333333333,0.9948917146149806
2026-01-01 00:53:00,P1,49.4,53.6,OK,OK,50.28666666666666,0.9538393595409734
2026-01-01 00:54:00,P1,49.2,52.6,OK,OK,50.16,0.9642169287635974
2026-01-01 00:55:00,P1,48.9,55.5,OK,OK,50.00666666666667,0.9698797176282711
2026-01-01 00:56:00,P1,49.4,57.0,OK,OK,49.90666666666666,0.948281653960536
2026-01-01 00:57:00,P1,52.1,57.1,OK,OK,50.10666666666667,1.0740222574620286
2026-01-01 00:58:00,P1,48.5,54.4,OK,OK,49.98,1.1465476128671934
2026-01-01 00:59:00,P1,51.3,58.5,OK,OK,50.053333333333335,1.195746429561698
2026-01-01 01:00:00,P1,47.3,55.3,OK,OK,49.85333333333333,1.3871176006724453
2026-01-01 01:01:00,P1,49.3,55.0,OK,OK,49.72,1.3332023745210728
2026-01-01 01:02:00,P1,50.0,57.4,OK,OK,49.7,1.3261113937265927
2026-01-01 01:03:00,P1,50.6,58.1,OK,OK,49.67333333333333,1.3019033685156673
2026-01-01 01:04:00,P1,50.8,57.6,OK,OK,49.720000000000006,1.3305208432361255
2026-01-01 01:05:00,P1,50.9,55.7,OK,OK,49.75333333333334,1.3548150462420556
2026-01-01 01:06:00,P1,49.2,51.7,OK,OK,49.63999999999999,1.3227676612747787
2026-01-01 01:07:00,P1,49.0,51.1,OK,OK,49.72666666666667,1.225599950267335
2026-01-01 01:08:00,P1,51.0,55.9,OK,OK,49.833333333333336,1.2641579165971657
2026-01-01 01:09:00,P1,49.4,54.4,OK,OK,49.84666666666667,1.2580408048496339
2026-01-01 01:10:00,P1,47.8,52.2,OK,OK,49.77333333333333,1.346140868592619
2026-01-01 01:11:00,P1,48.0,53.4,OK,OK,49.68,1.4203621268636497
2026-01-01 01:12:00,P1,48.3,53.6,OK,OK,49.42666666666666,1.2908837873259649
2026-01-01 01:13:00,P1,50.4,57.4,OK,OK,49.55333333333333,1.2866716012735633
2026-01-01 01:14:00,P1,49.8,52.5,OK,OK,49.45333333333333,1.196343635933325
2026-01-01 01:15:00,P1,50.7,54.0,OK,OK,49.68,1.075174404457276
2026-01-01 01:16:00,P1,49.0,55.7,OK,OK,49.660000000000004,1.085488698368515
2026-01-01 01:17:00,P1,49.8,56.9,OK,OK,49.64666666666667,1.0822375410408545
2026-01-01 01:18:00,P1,50.5,58.5,OK,OK,49.64,1.0762368300173406
2026-01-01 01:19:00,P1,49.1,56.3,OK,OK,49.526666666666664,1.0340396971287718
2026-01-01 01:20:00,P1,50.2,57.6,OK,OK,49.48,0.9821259738808962
2026-01-01 01:21:00,P1,48.6,52.4,OK,OK,49.440000000000005,1.0062660823914822
2026-01-01 01:22:00,P1,49.0,53.4,OK,OK,49.440000000000005,1.0062660823914822
2026-01-01 01:23:00,P1,49.0,52.6,OK,OK,49.306666666666665,0.9129752513205873
2026-01-01 01:24:00,P1,47.7,53.4,OK,OK,49.193333333333335,1.001760355336492
2026-01-01 01:25:00,P1,50.2,57.9,OK,OK,49.35333333333333,0.9538393595410086
2026-01-01 01:26:00,P1,48.8,52.9,OK,OK,49.406666666666666,0.8932018382256048
2026-01-01 01:27:00,P1,49.5,54.8,OK,OK,49.48666666666667,0.8391038303424133
2026-01-01 01:28:00,P1,50.2,54.0,OK,OK,49.473333333333336,0.8250252521388295
2026-01-01 01:29:00,P1,50.1,53.2,OK,OK,49.49333333333333,0.8370583412562943
2026-01-01 01:30:00,P1,50.5,53.6,OK,OK,49.480000000000004,0.817836868120541
2026-01-01 01:31:00,P1,49.3,51.6,OK,OK,49.50000000000001,0.8088792952510198
2026-01-01 01:32:00,P1,48.8,56.5,OK,OK,49.43333333333333,0.8234653836654655
2026-01-01 01:33:00,P1,49.3,53.7,OK,OK,49.35333333333333,0.7689200837786534
2026-01-01 01:34:00,P1,46.9,53.9,OK,OK,49.20666666666666,0.9967566450863979
2026-01-01 01:35:00,P1,47.2,53.3,OK,OK,49.00666666666667,1.0806523602942868
2026-01-01 01:36:00,P1,49.4,52.6,OK,OK,49.059999999999995,1.0788883167409347
2026-01-01 01:37:00,P1,73.5,67.3,OUTLIER,OK,50.693333333333335,6.400833279086927
2026-01-01 01:38:00,P1,53.6,60.4,OK,OK,51.0,6.424061910393723
2026-01-01 01:39:00,P1,52.4,56.0,OK,OK,51.313333333333325,6.365966054694591
2026-01-01 01:40:00,P1,53.9,61.4,OK,OK,51.559999999999995,6.391378121009138
2026-01-01 01:41:00,P1,57.2,60.1,OK,OK,52.12,6.499362606111024
2026-01-01 01:42:00,P1,55.5,61.6,OK,OK,52.519999999999996,6.511221083637076
2026-01-01 01:43:00,P1,50.4,57.3,OK,OK,52.53333333333333,6.506333910304706
2026-01-01 01:44:00,P1,47.9,51.3,OK,OK,52.38666666666666,6.589370950539171
2026-01-01 01:45:00,P1,49.0,52.7,OK,OK,52.28666666666666,6.631296648325667
2026-01-01 01:46:00,P1,47.9,55.7,OK,OK,52.193333333333335,6.685962551353038
2026-01-01 01:47:00,P1,48.8,52.4,OK,OK,52.193333333333335,6.685962551353038
2026-01-01 01:48:00,P1,50.6,55.1,OK,OK,52.28,6.654128686118758
2026-01-01 01:49:00,P1,46.7,51.3,OK,OK,52.26666666666666,6.665868999898626
2026-01-01 01:50:00,P1,49.9,53.4,OK,OK,52.44666666666667,6.554809212290148
2026-01-01 01:51:00,P1,49.6,56.3,OK,OK,52.46,6.548369480805342
2026-01-01 01:52:00,P1,48.4,55.0,OK,OK,50.78666666666667,3.0721948102913355
2026-01-01 01:53:00,P1,47.1,51.4,OK,OK,50.35333333333333,3.1052643473087356
2026-01-01 01:54:00,P1,49.4,56.4,OK,OK,50.153333333333336,3.0603143318168966
2026-01-01 01:55:00,P1,48.4,51.7,OK,OK,49.78666666666667,2.904889146315407
2026-01-01 01:56:00,P1,49.6,51.6,OK,OK,49.28,2.059195404590305
2026-01-01 01:57:00,P1,49.3,54.7,OK,OK,48.86666666666667,1.1374574821986334
2026-01-01 01:58:00,P1,51.6,59.6,OK,OK,48.94666666666667,1.2855608374039698
2026-01-01 01:59:00,P1,48.9,51.1,OK,OK,49.013333333333335,1.2529203980339896
2026-01-01 02:00:00,P1,47.7,50.9,OK,OK,48.92666666666667,1.2980571562733711
2026-01-01 02:01:00,P1,49.5,54.6,OK,OK,49.03333333333333,1.2731662817371918
2026-01-01 02:02:00,P1,49.5,56.4,OK,OK,49.080000000000005,1.276826422927501
2026-01-01 02:03:00,P1,51.2,53.8,OK,OK,49.12,1.3358785231343273
2026-01-01 02:04:00,P1,50.4,54.8,OK,OK,49.36666666666667,1.1908380402453351
2026-01-01 02:05:00,P1,49.7,56.2,OK,OK,49.35333333333333,1.1855478942345277
2026-01-01 02:06:00,P1,51.4,55.6,OK,OK,49.473333333333336,1.298057156273363
2026-01-01 02:07:00,P1,47.4,50.5,OK,OK,49.40666666666666,1.3802001235156052
2026-01-01 02:08:00,P1,48.2,51.4,OK,OK,49.480000000000004,1.2740262387968961
2026-01-01 02:09:00,P1,47.8,52.2,OK,OK,49.37333333333333,1.3461408685926408
2026-01-01 02:10:00,P1,48.6,53.4,OK,OK,49.38666666666666,1.3367693821121471
2026-01-01 02:11:00,P1,47.1,54.2,OK,OK,49.22,1.458570728977063
2026-01-01 02:12:00,P1,50.1,55.9,OK,OK,49.27333333333333,1.476224269966527
2026-01-01 02:13:00,P1,48.8,54.9,OK,OK,49.086666666666666,1.3308786929086378
2026-01-01 02:14:00,P1,46.9,54.8,OK,OK,48.95333333333333,1.4461113702748503
2026-01-01 02:15:00,P1,47.6,52.1,OK,OK,48.946666666666665,1.4525183385450366
2026-01-01 02:16:00,P1,49.6,54.0,OK,OK,48.95333333333333,1.4554658884292213
2026-01-01 02:17:00,P1,50.4,57.9,OK,OK,49.01333333333333,1.4975535605335715
2026-01-01 02:18:00,P1,52.1,55.6,OK,OK,49.07333333333334,1.6055558301752182
2026-01-01 02:19:00,P1,53.5,59.8,OK,OK,49.28,1.950897229481889
2026-01-01 02:20:00,P1,49.7,56.2,OK,OK,49.28,1.950897229481889
2026-01-01 02:21:00,P1,47.6,50.2,OK,OK,49.02666666666667,1.9020540275737794
2026-01-01 02:22:00,P1,45.9,50.7,OK,OK,48.92666666666667,2.0288866287649157
2026-01-01 02:23:00,P1,49.5,52.7,OK,OK,49.013333333333335,2.023387070754222
2026-01-01 02:24:00,P1,,,MISSING,MISSING_OR_OUTLIER,49.10000000000001,2.070674360611158
2026-01-01 02:25:00,P1,48.4,53.2,OK,OK,49.08571428571429,2.075074472382663
2026-01-01 02:26:00,P1,48.1,51.9,OK,OK,49.15714285714286,2.01788704636019
2026-01-01 02:27:00,P1,48.9,55.6,OK,OK,49.07142857142857,2.000164828372767
2026-01-01 02:28:00,P1,50.7,58.1,OK,OK,49.20714285714286,2.0443032613034555
2026-01-01 02:29:00,P1,49.3,56.1,OK,OK,49.37857142857143,1.9335812017436416
2026-01-01 02:30:00,P1,48.8,52.4,OK,OK,49.464285714285715,1.874364361121359
2026-01-01 02:31:00,P1,47.5,51.1,OK,OK,49.31428571428571,1.9453523085538325
2026-01-01 02:32:00,P1,46.5,50.1,OK,OK,49.035714285714285,2.054116745561392
2026-01-01 02:33:00,P1,48.3,51.1,OK,OK,48.76428571428572,1.8599450541335145
2026-01-01 02:34:00,P1,49.0,56.6,OK,OK,48.44285714285714,1.2756381725445756
2026-01-01 02:35:00,P1,51.7,56.1,OK,OK,48.58571428571428,1.5165026276865914
2026-01-01 02:36:00,P1,49.2,52.6,OK,OK,48.699999999999996,1.4966629547096155
2026-01-01 02:37:00,P1,50.5,57.6,OK,OK,49.028571428571425,1.3303721696917084
2026-01-01 02:38:00,P1,48.3,52.7,OK,OK,48.942857142857136,1.336306209562165
2026-01-01 02:39:00,P1,47.2,49.5,OK,OK,48.82666666666667,1.364062559660214
2026-01-01 02:40:00,P1,47.6,50.5,OK,OK,48.77333333333333,1.3971740185443424
2026-01-01 02:41:00,P1,47.9,53.8,OK,OK,48.76,1.4049911031747173
2026-01-01 02:42:00,P1,52.2,58.9,OK,OK,48.980000000000004,1.663129580038822
2026-01-01 02:43:00,P1,47.8,51.1,OK,OK,48.78666666666666,1.6168163897287
2026-01-01 02:44:00,P1,50.3,57.8,OK,OK,48.85333333333333,1.659546696569683
2026-01-01 02:45:00,P1,47.7,54.8,OK,OK,48.78,1.6861621681033427
2026-01-01 02:46:00,P1,50.4,57.5,OK,OK,48.973333333333336,1.6951471350664282
2026-01-01 02:47:00,P1,49.6,53.0,OK,OK,49.18,1.5552675470340316
2026-01-01 02:48:00,P1,48.8,51.1,OK,OK,49.21333333333333,1.5403462814142725
2026-01-01 02:49:00,P1,48.9,56.2,OK,OK,49.20666666666666,1.5415514757480735
2026-01-01 02:50:00,P1,48.0,51.9,OK,OK,48.96,1.403973951732355
2026-01-01 02:51:00,P1,49.7,55.4,OK,OK,48.99333333333333,1.4159634108805528
2026-01-01 02:52:00,P1,48.3,54.9,OK,OK,48.846666666666664,1.3616516581326314
2026-01-01 02:53:00,P1,47.2,49.9,OK,OK,48.77333333333333,1.421501553522461
2026-01-01 02:54:00,P1,47.1,53.8,OK,OK,48.766666666666666,1.4296186637735349
2026-01-01 02:55:00,P1,49.3,56.9,OK,OK,48.879999999999995,1.3975488746884543
2026-01-01 02:56:00,P1,51.4,57.7,OK,OK,49.11333333333333,1.5099038127674358
2026-01-01 02:57:00,P1,49.2,53.9,OK,OK,48.913333333333334,1.2477789792076512
2026-01-01 02:58:00,P1,48.8,56.1,OK,OK,48.98,1.2101947895159428
2026-01-01 02:59:00,P1,49.4,54.6,OK,OK,48.92,1.1614030923229237
2026-01-01 03:00:00,P1,51.0,57.4,OK,OK,49.14,1.224628223468005
2026-01-01 03:01:00,P1,49.3,56.3,OK,OK,49.06666666666667,1.1757469763435777
2026-01-01 03:02:00,P1,48.4,54.9,OK,OK,48.986666666666665,1.177689424658509
2026-01-01 03:03:00,P1,50.7,54.4,OK,OK,49.11333333333334,1.255767646084457
2026-01-01 03:04:00,P1,49.6,52.4,OK,OK,49.160000000000004,1.260272079467697
2026-01-01 03:05:00,P1,51.3,54.7,OK,OK,49.38,1.3294467162803858
2026-01-01 03:06:00,P1,49.3,54.3,OK,OK,49.35333333333333,1.3265781257844003
2026-01-01 03:07:00,P1,47.2,52.2,OK,OK,49.28,1.41633329410846
2026-01-01 03:08:00,P1,47.0,52.4,OK,OK,49.266666666666666,1.4380873541253887
2026-01-01 03:09:00,P1,51.5,55.9,OK,OK,49.559999999999995,1.413101957700604
2026-01-01 03:10:00,P1,51.6,58.3,OK,OK,49.71333333333334,1.5046910772963935
2026-01-01 03:11:00,P1,48.7,56.2,OK,OK,49.53333333333333,1.448973363980148
2026-01-01 03:12:00,P1,48.4,51.9,OK,OK,49.480000000000004,1.476579057919301
2026-01-01 03:13:00,P1,51.2,57.6,OK,OK,49.64,1.5268080616577175
2026-01-01 03:14:00,P1,47.4,53.4,OK,OK,49.50666666666666,1.632905677735579
2026-01-01 03:15:00,P1,47.7,52.8,OK,OK,49.28666666666666,1.639628297017677
2026-01-01 03:16:00,P1,50.0,53.1,OK,OK,49.333333333333336,1.6499639245695914
2026-01-01 03:17:00,P1,48.4,55.2,OK,OK,49.333333333333336,1.6499639245695914
2026-01-01 03:18:00,P1,49.0,56.8,OK,OK,49.22,1.6072158713573579
2026-01-01 03:19:00,P1,48.8,55.1,OK,OK,49.166666666666664,1.6069788276082186
2026-01-01 03:20:00,P1,49.5,57.0,OK,OK,49.04666666666667,1.4999365065927475
2026-01-01 03:21:00,P1,51.1,59.0,OK,OK,49.166666666666664,1.590896722277255
2026-01-01 03:22:00,P1,49.2,53.3,OK,OK,49.3,1.4952305125680185
2026-01-01 03:23:00,P1,50.0,55.8,OK,OK,49.5,1.360147050873594
2026-01-01 03:24:00,P1,46.0,50.8,OK,OK,49.13333333333333,1.5150043218546356
2026-01-01 03:25:00,P1,49.0,56.9,OK,OK,48.96,1.3526693186859866
2026-01-01 03:26:00,P1,47.8,50.3,OK,OK,48.9,1.3846092795958655
2026-01-01 03:27:00,P1,47.2,51.7,OK,OK,48.82,1.448743297778204
2026-01-01 03:28:00,P1,47.7,55.0,OK,OK,48.58666666666667,1.3135919493982624
2026-01-01 03:29:00,P1,48.5,52.3,OK,OK,48.660000000000004,1.2726799620149618
2026-01-01 03:30:00,P1,70.2,71.5,OUTLIER,OK,50.16,5.68190109030421
2026-01-01 03:31:00,P1,47.1,51.4,OK,OK,49.96666666666667,5.736806810495935
2026-01-01 03:32:00,P1,49.1,57.0,OK,OK,50.013333333333335,5.725989205451975
2026-01-01 03:33:00,P1,48.3,55.6,OK,OK,49.96666666666667,5.737678309294845
2026-01-01 03:34:00,P1,48.6,52.4,OK,OK,49.95333333333333,5.74081460952647
2026-01-01 03:35:00,P1,50.6,57.2,OK,OK,50.026666666666664,5.741635738392076
2026-01-01 03:36:00,P1,49.9,53.9,OK,OK,49.94666666666667,5.733967296068327
2026-01-01 03:37:00,P1,51.1,56.7,OK,OK,50.07333333333334,5.737279926270037
2026-01-01 03:38:00,P1,48.9,54.8,OK,OK,50.0,5.74530864519667
2026-01-01 03:39:00,P1,48.0,55.0,OK,OK,50.13333333333333,5.668543106688095
2026-01-01 03:40:00,P1,48.8,50.9,OK,OK,50.12,5.671633677471486
2026-01-01 03:41:00,P1,49.5,52.8,OK,OK,50.233333333333334,5.638853311327297
2026-01-01 03:42:00,P1,49.4,55.6,OK,OK,50.38,5.582651699685389
2026-01-01 03:43:00,P1,47.5,52.9,OK,OK,50.36666666666667,5.589744009812816
2026-01-01 03:44:00,P1,49.2,54.2,OK,OK,50.41333333333333,5.575951765863676
2026-01-01 03:45:00,P1,49.5,51.8,OK,OK,49.03333333333333,1.0701579767671134
2026-01-01 03:46:00,P1,52.9,57.0,OK,OK,49.419999999999995,1.3364131097831145
2026-01-01 03:47:00,P1,51.9,59.1,OK,OK,49.60666666666667,1.4767080505864505
2026-01-01 03:48:00,P1,47.9,50.0,OK,OK,49.580000000000005,1.505323885414753
2026-01-01 03:49:00,P1,48.7,53.1,OK,OK,49.586666666666666,1.500888625670418
2026-01-01 03:50:00,P1,46.9,54.6,OK,OK,49.34,1.6216393821421768
2026-01-01 03:51:00,P1,48.3,50.6,OK,OK,49.233333333333334,1.6347418610842295
2026-01-01 03:52:00,P1,49.6,56.1,OK,OK,49.13333333333333,1.556399997552407
2026-01-01 03:53:00,P1,,,MISSING,MISSING_OR_OUTLIER,49.15,1.6137629222506515
2026-01-01 03:54:00,P1,48.1,55.3,OK,OK,49.15714285714286,1.6084939375866294
2026-01-01 03:55:00,P1,48.2,54.7,OK,OK,49.114285714285714,1.6266327384920842
2026-01-01 03:56:00,P1,46.0,53.3,OK,OK,48.864285714285714,1.8202312375744871
2026-01-01 03:57:00,P1,48.9,52.2,OK,OK,48.82857142857142,1.8138054222794409
2026-01-01 03:58:00,P1,66.0,64.6,OUTLIER,OK,50.14999999999999,4.894384537406127
2026-01-01 03:59:00,P1,48.4,55.1,OK,OK,50.09285714285715,4.9109711221547165
2026-01-01 04:00:00,P1,47.9,51.4,OK,OK,49.978571428571435,4.94433297537987
2026-01-01 04:01:00,P1,49.1,52.5,OK,OK,49.70714285714286,4.875443062424711
2026-01-01 04:02:00,P1,46.6,48.7,OK,OK,49.32857142857142,4.897790486367485
2026-01-01 04:03:00,P1,47.0,54.8,OK,OK,49.26428571428572,4.923820771414327
2026-01-01 04:04:00,P1,52.4,58.7,OK,OK,49.52857142857143,4.990056045843527
2026-01-01 04:05:00,P1,47.3,53.1,OK,OK,49.55714285714286,4.974970318537576
2026-01-01 04:06:00,P1,47.6,54.1,OK,OK,49.50714285714286,4.9920651323589995
2026-01-01 04:07:00,P1,52.0,57.2,OK,OK,49.67857142857143,5.036509562328733
2026-01-01 04:08:00,P1,53.6,58.5,OK,OK,49.940000000000005,4.95779328791696
2026-01-01 04:09:00,P1,47.5,52.2,OK,OK,49.9,4.9760856676135266
2026-01-01 04:10:00,P1,48.7,54.6,OK,OK,49.93333333333333,4.96554797244643
2026-01-01 04:11:00,P1,49.8,53.0,OK,OK,50.186666666666675,4.846039128824222
2026-01-01 04:12:00,P1,51.9,59.2,OK,OK,50.38666666666667,4.851047996739143
2026-01-01 04:13:00,P1,47.8,54.7,OK,OK,49.173333333333325,2.2406844192493645
2026-01-01 04:14:00,P1,48.9,53.0,OK,OK,49.20666666666666,2.2320607603950733
2026-01-01 04:15:00,P1,50.5,56.0,OK,OK,49.379999999999995,2.2242815854627684
2026-01-01 04:16:00,P1,50.0,52.8,OK,OK,49.43999999999999,2.2283241621067544
2026-01-01 04:17:00,P1,48.8,56.6,OK,OK,49.58666666666667,2.096550454800459
2026-01-01 04:18:00,P1,49.1,56.6,OK,OK,49.72666666666667,1.9782628261997985
2026-01-01 04:19:00,P1,47.3,54.8,OK,OK,49.38666666666666,1.9234888936018644
2026-01-01 04:20:00,P1,49.0,53.0,OK,OK,49.5,1.8400310556385966
2026-01-01 04:21:00,P1,49.0,52.0,OK,OK,49.593333333333334,1.7709830468926449
2026-01-01 04:22:00,P1,49.7,53.0,OK,OK,49.440000000000005,1.642645949158222
2026-01-01 04:23:00,P1,48.6,51.1,OK,OK,49.10666666666666,1.1804760944313961
2026-01-01 04:24:00,P1,50.1,52.8,OK,OK,49.279999999999994,1.1168834189067223
2026-01-01 04:25:00,P1,50.9,53.4,OK,OK,49.42666666666666,1.178053277152492
2026-01-01 04:26:00,P1,71.7,75.2,OUTLIER,OK,50.88666666666666,5.8762070695142965
2026-01-01 04:27:00,P1,50.0,52.4,OK,OK,50.76,5.873280903500942
2026-01-01 04:28:00,P1,49.5,52.3,OK,OK,50.873333333333335,5.828313486355926
2026-01-01 04:29:00,P1,49.4,56.4,OK,OK,50.906666666666666,5.817641479238184
2026-01-01 04:30:00,P1,48.4,53.9,OK,OK,50.766666666666666,5.853285605619518
2026-01-01 04:31:00,P1,49.9,56.6,OK,OK,50.760000000000005,5.85427804503439
2026-01-01 04:32:00,P1,49.3,55.1,OK,OK,50.79333333333333,5.843734943958218
2026-01-01 04:33:00,P1,52.6,59.9,OK,OK,51.026666666666664,5.841167528434565
2026-01-01 04:34:00,P1,51.9,57.7,OK,OK,51.333333333333336,5.75160433104996
2026-01-01 04:35:00,P1,50.1,55.2,OK,OK,51.406666666666666,5.726687732097208
2026-01-01 04:36:00,P1,48.4,54.7,OK,OK,51.36666666666667,5.746758920925636
2026-01-01 04:37:00,P1,47.9,52.5,OK,OK,51.24666666666666,5.802569217494075
2026-01-01 04:38:00,P1,51.3,55.4,OK,OK,51.42666666666667,5.7562967592847984
2026-01-01 04:39:00,P1,49.9,54.8,OK,OK,51.413333333333334,5.75981977231268
2026-01-01 04:40:00,P1,50.3,53.3,OK,OK,51.373333333333335,5.765719713056132
2026-01-01 04:41:00,P1,47.0,53.7,OK,OK,49.72666666666667,1.4805726048037684
2026-01-01 04:42:00,P1,51.0,54.5,OK,OK,49.79333333333333,1.5158527381674332
2026-01-01 04:43:00,P1,50.3,53.2,OK,OK,49.846666666666664,1.5188654913956552
2026-01-01 04:44:00,P1,47.9,51.4,OK,OK,49.74666666666667,1.597706689811007
2026-01-01 04:45:00,P1,48.9,56.0,OK,OK,49.78,1.5726229227450037
2026-01-01 04:46:00,P1,50.0,54.0,OK,OK,49.78666666666666,1.5733797410428263
2026-01-01 04:47:00,P1,49.7,55.8,OK,OK,49.813333333333325,1.567922495655042
2026-01-01 04:48:00,P1,49.2,56.4,OK,OK,49.586666666666666,1.369497648601113
2026-01-01 04:49:00,P1,49.5,52.0,OK,OK,49.42666666666666,1.2109421754902714
2026-01-01 04:50:00,P1,49.3,55.9,OK,OK,49.37333333333333,1.1967018167009666
2026-01-01 04:51:00,P1,49.9,53.8,OK,OK,49.473333333333336,1.171974321187956
2026-01-01 04:52:00,P1,51.9,55.2,OK,OK,49.74,1.2414277494655221
2026-01-01 04:53:00,P1,45.9,52.0,OK,OK,49.379999999999995,1.5105344371163605
2026-01-01 04:54:00,P1,49.4,56.8,OK,OK,49.346666666666664,1.503741365806716
2026-01-01 04:55:00,P1,50.0,53.8,OK,OK,49.32666666666667,1.4921062135052934
2026-01-01 04:56:00,P1,50.2,55.6,OK,OK,49.54,1.3584655208833003
2026-01-01 04:57:00,P1,49.2,52.9,OK,OK,49.419999999999995,1.298460627050415
2026-01-01 04:58:00,P1,47.1,52.5,OK,OK,49.20666666666667,1.4022770597785217
2026-01-01 04:59:00,P1,50.3,56.0,OK,OK,49.36666666666667,1.379268267010122
2026-01-01 05:00:00,P1,52.4,58.1,OK,OK,49.6,1.5766148184367834
2026-01-01 05:01:00,P1,47.5,53.3,OK,OK,49.43333333333333,1.6611814499096613
